id,domain,severity,state,title,v5_status,v5_evidence,impact,required_action,tools_methods,acceptance_predicate,v5_remaining_acceptance
ING-005,Ingestion & Parsers,P0,VERIFIED_DEFECT,Aggregate OCR budget фактично не обмежений,CLOSED_LOCAL,apps/api/src/korpus/infrastructure/extraction.py | apps/api/tests/test_structured_evidence_and_fuzz.py,Один документ може зайняти години CPU та блокувати ingestion slots.,Global wall-clock/CPU/pixel budget; per-page deadline; max rendered pixels; early abort.,cgroups; process supervisor; timeout budget tests,Worst-case file завершується в заданий budget і очищає temp artifacts.,None inside the frozen local scope; external acceptance may still apply.
ING-006,Ingestion & Parsers,P1,VERIFIED_DEFECT,File-type validation обмежена extension/MIME/PDF magic,CLOSED_LOCAL,apps/api/src/korpus/infrastructure/extraction.py | apps/api/tests/test_extraction.py | apps/api/tests/test_v5_security_kernel.py::test_type_verification_rejects_pdf_extension_with_non_pdf_content,Polyglot/mislabeled content проходить до parser.,libmagic + parser-specific structural validation; reject ambiguity.,python-magic/libmagic; corpus of polyglots,Mismatch/polyglot suite fail-closed.,None inside the frozen local scope; external acceptance may still apply.
ING-007,Ingestion & Parsers,P1,VERIFIED_DEFECT,Regex-based HTML stripping не є безпечним parser,CLOSED_LOCAL,apps/api/src/korpus/infrastructure/extraction.py | apps/api/tests/test_v5_security_kernel.py::test_html_extraction_drops_script_style_and_preserves_text,"Прихований/злитий текст, помилкові цитати, resource abuse.","Парсер HTML allowlist, DOM text extraction, limits на depth/nodes.",lxml/html5lib sandbox; fuzzing,Malformed HTML corpus не змінює смислові межі непередбачувано.,None inside the frozen local scope; external acceptance may still apply.
ING-008,Ingestion & Parsers,P1,VERIFIED_DEFECT,Object store write не атомарний із metadata transaction,MITIGATED_LOCAL,apps/api/src/korpus/application/ingestion_jobs.py | apps/api/tests/test_durable_ingestion_jobs.py::test_object_inventory_reconciliation_detects_missing_and_orphaned_files,Накопичення неврахованих даних і retention/privacy drift.,Staging key + transactional outbox/commit marker + orphan reconciler/GC.,Saga/outbox; inventory reconciliation,Injected DB failure не лишає доступного orphan або GC видаляє його за SLA.,Injected DB failure не лишає доступного orphan або GC видаляє його за SLA.
ING-009,Ingestion & Parsers,P1,VERIFIED_DEFECT,Немає OCR/layout quality model,MITIGATED_LOCAL,apps/api/src/korpus/application/extraction_quality.py | apps/api/migrations/versions/0008_extraction_quality_governance.py | apps/api/tests/test_extraction_quality_governance.py,Цитата може бути формально привʼязана до хибного OCR.,"Layout-aware extraction, OCR confidence, low-confidence quarantine, visual review UI.",Document AI/layoutparser; OCR benchmarks,CER/WER/table extraction виміряні по stratified corpus; low confidence не auto-approve.,CER/WER/table extraction виміряні по stratified corpus; low confidence не auto-approve.
ING-010,Ingestion & Parsers,P1,VERIFIED_DEFECT,Автентичність джерела не перевіряється,CLOSED_LOCAL,apps/api/src/korpus/security/source_authenticity.py | apps/api/migrations/versions/0006_source_authenticity.py | apps/api/tests/test_v5_security_kernel.py::test_detached_source_signature_binds_content_and_metadata,"Hash доводить лише отримані байти, не офіційність документа.","Source connectors з domain allowlist, signature verification, publication ID reconciliation.",PKI/PAdES; registry API; timestamp service,Authority status виникає лише після криптографічної/реєстрової перевірки або human attestation.,None inside the frozen local scope; external acceptance may still apply.
ING-011,Ingestion & Parsers,P1,VERIFIED_DEFECT,Deduplication лише exact SHA-256,CLOSED_LOCAL,apps/api/src/korpus/application/fingerprints.py | apps/api/migrations/versions/0007_near_duplicate_governance.py | apps/api/tests/test_near_duplicate_governance.py,"Конфліктні дублікати, перекіс retrieval, зайва review-робота.",Near-duplicate detection: simhash/minhash/layout/OCR fingerprint; canonical merge workflow.,datasketch; perceptual hash,Known duplicate families обʼєднуються з precision/recall gate.,None inside the frozen local scope; external acceptance may still apply.
ING-012,Ingestion & Parsers,P1,UNVERIFIED_BLOCKER,Немає corpus-scale ingestion recovery drill,EXTERNAL_DEBT,,Масова міграція може зависнути або дати частковий корпус.,Run full-scale replay with injected failures and deterministic reconciliation.,Workflow engine; fault injection; load generator,100% source manifest reconciled; no missing/duplicate versions.,100% source manifest reconciled; no missing/duplicate versions.
RAG-001,Retrieval & Evidence,P0,VERIFIED_DEFECT,"Evaluation dataset є synthetic fixture, не production evidence",EXTERNAL_DEBT,,Високий pass rate не прогнозує реальну точність на українському корпусі.,Створити frozen stratified gold set із реальних документів і adversarial holdout.,Annotation platform; HELM-style scenario matrix; RAGChecker/ALCE metrics,"Blind holdout, human adjudication, versioned dataset, confidence intervals.","Blind holdout, human adjudication, versioned dataset, confidence intervals."
RAG-002,Retrieval & Evidence,P0,VERIFIED_DEFECT,Calibration profile не криптографічно звʼязаний з фактичним dataset artifact,CLOSED_LOCAL,apps/api/src/korpus/application/calibration.py | apps/api/tests/test_calibration.py::test_calibration_profile_and_bound_artifacts_reject_tampering,Можна подати profile із вигаданими метриками/хешем.,"Signed calibration bundle: dataset, labels, code digest, metrics, profile, approvers.",in-toto/SLSA attestation; cosign; reproducible eval,Runtime перевіряє signed bundle та точний dataset/code digest перед calibrated mode.,None inside the frozen local scope; external acceptance may still apply.
RAG-003,Retrieval & Evidence,P0,UNVERIFIED_BLOCKER,Немає human gold standard та inter-annotator agreement,EXTERNAL_DEBT,,"Невідомо, чи ground truth взагалі стабільний і предметно правильний.","Подвійна незалежна розмітка, adjudication, reviewer qualifications, ambiguity labels.",Label Studio/Argilla; statistical analysis,IAA threshold predefined; ambiguous cases excluded/separately scored.,IAA threshold predefined; ambiguous cases excluded/separately scored.
RAG-004,Retrieval & Evidence,P1,VERIFIED_DEFECT,"Evidence support вимірюється token overlap, не entailment",CLOSED_LOCAL,apps/api/src/korpus/application/answer_query.py | apps/api/tests/test_answers.py::test_approved_document_produces_exact_claim_bound_citation,"Правдоподібна, але не підтверджена відповідь проходить gate.",Claim decomposition + NLI/attribution verifier + human spot checks; contradiction state.,NLI model/local verifier; ALCE; attribution benchmark,"Citation precision/completeness і entailment measured per claim, not query token overlap.",None inside the frozen local scope; external acceptance may still apply.
RAG-005,Retrieval & Evidence,P1,VERIFIED_DEFECT,Немає contradiction resolution між джерелами,MITIGATED_LOCAL,apps/api/src/korpus/application/evidence.py | apps/api/src/korpus/application/answer_query.py | apps/api/tests/test_v5_security_kernel.py::test_contradiction_gate_detects_negation_and_numeric_conflicts,Система обирає одну відповідь при невирішеному конфлікті.,"Conflict graph, issuer/jurisdiction precedence, explicit conflict abstention.",NLI contradiction; rule engine; temporal graph,Known conflict cases повертають conflict status і всі релевантні sources.,Known conflict cases повертають conflict status і всі релевантні sources.
RAG-006,Retrieval & Evidence,P1,VERIFIED_DEFECT,Citation completeness метрика не відповідає claim coverage,CLOSED_LOCAL,apps/api/src/korpus/application/answer_query.py | apps/api/tests/test_structured_evidence_and_fuzz.py,"Відповідь може мати citation, але частина тверджень лишається без доказу.",Виділяти atomic claims і вимагати support для кожного; окремо correctness/completeness.,ALCE/RAGChecker-style metrics,100% emitted claims мають verified supporting spans або answer abstains.,None inside the frozen local scope; external acceptance may still apply.
RAG-007,Retrieval & Evidence,P1,VERIFIED_DEFECT,Authority priors є неперевіреними константами,MITIGATED_LOCAL,apps/api/src/korpus/application/calibration.py | apps/api/tests/test_v5_security_kernel.py::test_authority_priors_are_profile_inputs_not_hidden_constants,Скалярний prior може переважити релевантність і контекстну правову силу.,"Контекстна authority policy: document type, issuer competence, jurisdiction, date, task.",Policy rules + calibration/ablation,Ablation і domain validation доводять користь; priors versioned and approved.,Ablation і domain validation доводять користь; priors versioned and approved.
RAG-008,Retrieval & Evidence,P1,VERIFIED_DEFECT,"Temporal score вимірює наявність metadata, не temporal relevance",CLOSED_LOCAL,apps/api/src/korpus/application/retrieval.py | apps/api/tests/test_versioning.py,"Старий документ отримує такий самий temporal bonus, як актуальний.",Temporal distance/applicability features; interval algebra; supersession graph.,Bitemporal DB tests; temporal benchmark,As-of queries правильно ранжують/відсікають historical/current versions.,None inside the frozen local scope; external acceptance may still apply.
RAG-009,Retrieval & Evidence,P1,VERIFIED_DEFECT,Risk classifier є regex heuristic,MITIGATED_LOCAL,apps/api/src/korpus/application/risk_rules.py | apps/api/tests/test_risk_rules.py::test_an_unrecognised_query_is_unclassified_not_standard | apps/api/tests/test_risk_rules.py::test_a_rephrased_operational_question_is_still_operational | apps/api/tests/test_risk_rules.py::test_unclassified_costs_more_than_standard,Перефразування обходить stricter thresholds; false positives блокують корисні запити.,Train/evaluate transparent risk classifier або rule DSL з broad test corpus; fail-closed unknown.,Property/adversarial tests; confusion matrix,Per-class precision/recall + worst-group metrics на blind set.,Per-class precision/recall + worst-group metrics на blind set.
RAG-010,Retrieval & Evidence,P1,VERIFIED_DEFECT,Prompt/control injection detector має лише пʼять regex patterns,MITIGATED_LOCAL,apps/api/src/korpus/application/evidence.py | apps/api/tests/test_v5_security_kernel.py::test_injection_detector_handles_zero_width_homoglyphs_and_role_markers,Poisoned text може бути процитований/оброблений як evidence.,Treat corpus as data structurally; instruction isolation; detector ensemble; poisoning metadata.,MITRE ATLAS cases; Unicode fuzzing; document taint labels,Adversarial corpus suite із direct/indirect/obfuscated injection має defined outcomes.,Adversarial corpus suite із direct/indirect/obfuscated injection має defined outcomes.
RAG-011,Retrieval & Evidence,P1,VERIFIED_DEFECT,Sentence segmentation непридатна для складних нормативних документів,MITIGATED_LOCAL,apps/api/src/korpus/application/evidence.py | apps/api/tests/test_v5_security_kernel.py::test_sentence_segmenter_preserves_offsets_for_decimals_abbreviations_and_lists,Citation offsets і atomic claims можуть бути семантично неправильні.,"Structure-aware parser: headings, clauses, bullets, tables, references; immutable offsets.",PDF layout parser; Ukrainian sentence tokenizer,Gold structural extraction benchmark PASS per document class.,Gold structural extraction benchmark PASS per document class.
RAG-012,Retrieval & Evidence,P1,VERIFIED_DEFECT,Lexical retrieval не має української морфології та domain analysis,MITIGATED_LOCAL,apps/api/src/korpus/application/retrieval.py | apps/api/tests/test_v5_security_kernel.py::test_ukrainian_morphology_and_temporal_relevance_are_explicit,"Recall падає через відмінки, військові скорочення, варіанти написання.","Ukrainian analyzer, controlled vocabulary, acronym expansion, query rewriting with audit.",Stanza/UDPipe; domain thesaurus; BEIR-style evaluation,"Recall@20 та nDCG measured by query family, including morphology/acronyms.","Recall@20 та nDCG measured by query family, including morphology/acronyms."
RAG-013,Retrieval & Evidence,P1,UNVERIFIED_BLOCKER,"Немає тестів таблиць, чисел, одиниць і формул",MITIGATED_LOCAL,apps/api/src/korpus/application/numeric_integrity.py | apps/api/src/korpus/application/table_integrity.py | apps/api/tests/test_numeric_integrity.py | apps/api/tests/test_table_integrity.py,"Небезпечні помилки в дозах, строках, координатах, кількостях.","Table extraction, unit normalization, numeric entailment, exact-cell citation.",Camelot/Docling/layout tools; unit tests,Numeric/table benchmark має zero critical unit/sign errors.,Numeric/table benchmark має zero critical unit/sign errors.
RAG-014,Retrieval & Evidence,P1,UNVERIFIED_BLOCKER,Scale evidence не репрезентує production,EXTERNAL_DEBT,,"Невідомі p95/p99, saturation, recall і cost на реальному corpus/Postgres.","Benchmark real corpus, concurrent mixed workload, cold/warm cache, failure cases.",k6/Locust; pg_stat_statements; OpenTelemetry,"SLO envelope with p50/p95/p99, throughput, recall, resource/cost curves.","SLO envelope with p50/p95/p99, throughput, recall, resource/cost curves."
RAG-015,Retrieval & Evidence,P1,CONDITIONAL_RISK,Embedding integration може створити data egress,MITIGATED_LOCAL,apps/api/src/korpus/security/corpus_governance.py | apps/api/src/korpus/infrastructure/semantic.py | apps/api/tests/test_corpus_governance.py,Restricted content залишає trust boundary.,"Per-class provider policy, local models for restricted tiers, egress proxy/DLP, contracts/retention.",DLP; egress gateway; local embedding service,Restricted test corpus ніколи не викликає external endpoint; network evidence confirms.,Restricted test corpus ніколи не викликає external endpoint; network evidence confirms.
RAG-016,Retrieval & Evidence,P1,UNVERIFIED_BLOCKER,Немає доказу synchronization/model migration embeddings,MITIGATED_LOCAL,apps/api/src/korpus/application/embedding_migration.py | apps/api/tests/test_embedding_migration.py::test_the_switch_requires_complete_coverage | apps/api/tests/test_embedding_migration.py::test_retiring_before_the_switch_is_refused | apps/api/tests/test_embedding_migration.py::test_rollback_is_checked_before_it_is_needed,Semantic retrieval використовує неповний або змішаний index.,"Embedding job ledger, text_hash/model version reconciliation, blue-green index migration.",Queue; pgvector inventory; consistency checker,100% approved spans have correct model/text hash before semantic weight activation.,100% approved spans have correct model/text hash before semantic weight activation.
RAG-017,Retrieval & Evidence,P1,UNVERIFIED_BLOCKER,Немає drift/online quality monitoring,MITIGATED_LOCAL,apps/api/src/korpus/application/embedding_coverage.py | apps/api/tests/test_embedding_coverage.py,Якість деградує непомітно після corpus/model/query changes.,"Shadow evaluation, sampled human review, drift metrics, rollback triggers.",Evidently/custom metrics; review queue,Defined drift thresholds cause automatic freeze/rollback.,Defined drift thresholds cause automatic freeze/rollback.
RAG-018,Retrieval & Evidence,P1,UNVERIFIED_BLOCKER,Немає захисту від corpus/RAG poisoning як процесу,MITIGATED_LOCAL,apps/api/src/korpus/security/source_authenticity.py | apps/api/src/korpus/security/reviewers.py | apps/api/src/korpus/application/fingerprints.py,Авторитетно оформлений шкідливий документ впливає на відповіді.,"Source provenance, anomaly detection, multi-review, canary corpus release, rollback.",MITRE ATLAS; content diff; signed releases,Poisoned-source exercise detected before general release.,Poisoned-source exercise detected before general release.
RAG-019,Retrieval & Evidence,P2,VERIFIED_DEFECT,"Score не є каліброваною ймовірністю, але UI подає його як метрику",CLOSED_LOCAL,apps/web/public/index.html | apps/web/public/app.js | apps/web/scripts/validate.mjs | apps/api/tests/test_web_score_presentation.py::test_the_ui_states_that_the_score_is_not_a_probability | .gitlab-ci.yml::web:test,Користувач може сприймати 0.8 як 80% істини.,Rename to ranking utility; show calibrated risk/coverage separately; uncertainty UX.,Calibration plots; UX research,"UI/docs clearly distinguish utility, evidence coverage, error bound.",None inside the frozen local scope; external acceptance may still apply.
RAG-020,Retrieval & Evidence,P2,VERIFIED_DEFECT,Малі мінімальні вибірки не гарантують domain coverage,MITIGATED_LOCAL,apps/api/src/korpus/application/calibration.py | evals/EVALUATION_PROTOCOL.md,Aggregate metric маскує провал рідкісних критичних сценаріїв.,Stratified sample-size plan per domain/risk; bootstrap confidence intervals; preregistered gates.,Power analysis; bootstrap,Each critical stratum meets minimum N and upper error bound.,Each critical stratum meets minimum N and upper error bound.
INF-001,Infrastructure,P0,UNVERIFIED_BLOCKER,Docker/Compose runtime не був фактично виконаний у середовищі аудиту,EXTERNAL_DEBT,,Compose може не піднятися або інтеграції можуть бути невірно wired.,"Запустити clean host deployment, smoke/E2E, restart/upgrade/downgrade, network tests.",Docker/Podman; Testcontainers; GitLab runner,Full stack starts from zero and passes E2E under non-root roles.,Full stack starts from zero and passes E2E under non-root roles.
INF-002,Infrastructure,P0,VERIFIED_DEFECT,"docker-compose.yml є local topology, не production deployment",MITIGATED_LOCAL,deploy/kubernetes | scripts/validate_kubernetes.py,Неприпустимо використовувати manifest як production.,Створити окремі staging/prod IaC modules; видалити implicit promotion local compose.,Terraform/Pulumi; Helm/Kubernetes або hardened VMs,Production config passes policy-as-code and has no dev settings/plain HTTP.,Production config passes policy-as-code and has no dev settings/plain HTTP.
INF-003,Infrastructure,P0,UNVERIFIED_BLOCKER,Немає production TLS ingress і service identity,EXTERNAL_DEBT,,MITM/credential exposure при неправильній мережевій межі.,"TLS 1.2/1.3 ingress, mTLS/service mesh або equivalent, certificate rotation.",cert-manager/Envoy/Nginx; TLS scanners,All external and sensitive internal paths cryptographically authenticated.,All external and sensitive internal paths cryptographically authenticated.
INF-004,Infrastructure,P0,UNVERIFIED_BLOCKER,Немає HA/failover/PITR topology,EXTERNAL_DEBT,,Single point of failure та втрата даних.,"Define availability class; HA Postgres, object replication, redundant API, PITR.",Patroni/managed Postgres; object replication; chaos test,Failover drill meets defined RTO/RPO with no authorization bypass.,Failover drill meets defined RTO/RPO with no authorization bypass.
INF-005,Infrastructure,P0,UNVERIFIED_BLOCKER,Backup/restore не доведено на live production-like PostgreSQL,EXTERNAL_DEBT,,Backup може бути невідновним у реальному середовищі.,"Quarterly live restore to isolated environment, data validation, RLS/auth tests, timed RTO/RPO.",pg_dump/pg_restore or physical backup; restore automation,Independent restore evidence with measured RTO/RPO and checksum reconciliation.,Independent restore evidence with measured RTO/RPO and checksum reconciliation.
INF-006,Infrastructure,P0,UNVERIFIED_BLOCKER,Немає production secret manager/KMS/HSM і rotation evidence,EXTERNAL_DEBT,,Компрометація host/app відкриває keys і audit forgery/decryption.,"Vault/KMS/HSM, workload identity, envelope encryption, rotation/revocation drills.",HashiCorp Vault/cloud KMS/HSM,No long-lived static secrets in images/files; rotation without downtime tested.,No long-lived static secrets in images/files; rotation without downtime tested.
INF-007,Infrastructure,P1,VERIFIED_DEFECT,API має загальний egress без destination allowlist,MITIGATED_LOCAL,deploy/kubernetes/base/networkpolicies.yaml | docker-compose.yml,SSRF або compromised process exfiltrates corpus/secrets.,Default-deny egress gateway; allowlist OIDC/S3/anchor/embedding; DNS/TLS pinning where appropriate.,NetworkPolicy/eBPF/proxy; SSRF tests,Unexpected destinations unreachable; egress logs attributable.,Unexpected destinations unreachable; egress logs attributable.
INF-008,Infrastructure,P1,UNVERIFIED_BLOCKER,Resource limits не калібровані capacity plan,EXTERNAL_DEBT,,OOM/throttling або зайве резервування.,Load/capacity model by workload; autoscaling/admission budgets; saturation alerts.,k6/Locust; cAdvisor; pg metrics,Limits derived from measured envelope and documented headroom.,Limits derived from measured envelope and documented headroom.
INF-009,Infrastructure,P1,VERIFIED_DEFECT,"OTel collector healthcheck перевіряє config, не serving path",MITIGATED_LOCAL,apps/api/src/korpus/infrastructure/observability.py | apps/api/tests/test_telemetry_status.py,Telemetry silently unavailable while container healthy.,Use health_check extension endpoint + synthetic trace/metric canary.,OpenTelemetry Collector healthcheck; synthetic probe,Dropped exporter/receiver causes readiness/alert according to policy.,Dropped exporter/receiver causes readiness/alert according to policy.
INF-010,Infrastructure,P1,VERIFIED_DEFECT,Local audit anchor не є незалежним trust domain,MITIGATED_LOCAL,apps/api/src/korpus/infrastructure/audit_anchor.py | apps/api/tests/test_http_audit_anchor.py,Host compromise може змінити ledger і anchor.,Remote append-only witness in separate account/org; asymmetric signatures/trusted timestamp.,Transparency log/Rekor-like service; HSM signing,Single host/admin compromise cannot rewrite accepted history.,Single host/admin compromise cannot rewrite accepted history.
